barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-02-0025-01A-01G-0294-04	1	554268	3530415	365	-0.0375
TCGA-02-0025-01A-01G-0294-04	1	3535154	7450034	334	-0.2419
TCGA-02-0025-01A-01G-0294-04	1	7460013	8088072	75	0.1682
TCGA-02-0025-01A-01G-0294-04	1	8103570	8317766	10	-0.1582
TCGA-02-0025-01A-01G-0294-04	1	8326193	91545416	7323	0.1475
TCGA-02-0025-01A-01G-0294-04	1	91554074	150664243	2767	-0.0209
TCGA-02-0025-01A-01G-0294-04	1	150669194	151907654	181	0.1392
TCGA-02-0025-01A-01G-0294-04	1	151913005	164490354	1363	0.2812
TCGA-02-0025-01A-01G-0294-04	1	164498246	170328609	548	0.1393
TCGA-02-0025-01A-01G-0294-04	1	170335776	170502666	28	0.3122
TCGA-02-0025-01A-01G-0294-04	1	170511250	174610694	356	0.1492
TCGA-02-0025-01A-01G-0294-04	1	174645428	218099852	3428	-0.0189
TCGA-02-0025-01A-01G-0294-04	1	218113583	218212032	12	0.2827
TCGA-02-0025-01A-01G-0294-04	1	218224158	225239204	489	-0.0194
TCGA-02-0025-01A-01G-0294-04	1	225247300	225405218	18	0.1508
TCGA-02-0025-01A-01G-0294-04	1	225414821	225778881	41	-0.0436
TCGA-02-0025-01A-01G-0294-04	1	225787661	226307002	55	0.1152
TCGA-02-0025-01A-01G-0294-04	1	226315518	227861913	145	-0.0345
TCGA-02-0025-01A-01G-0294-04	1	227871579	230375432	219	0.1262
TCGA-02-0025-01A-01G-0294-04	1	230396567	246530195	1414	-0.0321
TCGA-02-0025-01A-01G-0294-04	1	246537838	246858820	39	0.1997
TCGA-02-0025-01A-01G-0294-04	1	246862029	247102044	23	-0.0247
TCGA-02-0025-01A-01G-0294-04	1	247105419	247164326	7	0.288
TCGA-02-0025-01A-01G-0294-04	1	247169860	247190718	5	-0.0762
TCGA-02-0025-01A-01G-0294-04	10	115544	76030108	5743	-0.0381
TCGA-02-0025-01A-01G-0294-04	10	76043357	76170234	13	-0.2517
TCGA-02-0025-01A-01G-0294-04	10	76194936	80638634	397	-0.0536
TCGA-02-0025-01A-01G-0294-04	10	80647395	80756690	15	-0.2525
TCGA-02-0025-01A-01G-0294-04	10	80761771	135356671	4867	-0.0356
TCGA-02-0025-01A-01G-0294-04	11	182372	38970414	3348	0.1367
TCGA-02-0025-01A-01G-0294-04	11	38998195	55118214	867	-0.0299
TCGA-02-0025-01A-01G-0294-04	11	55124730	55194990	11	-0.4027
TCGA-02-0025-01A-01G-0294-04	11	55200744	134409214	7208	-0.0301
TCGA-02-0025-01A-01G-0294-04	11	134432265	134432265	1	NA
TCGA-02-0025-01A-01G-0294-04	12	33854	2947207	328	-0.2336
