barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-02-0016-01A-01G-0294-04	1	554268	2421920	249	-0.006
TCGA-02-0016-01A-01G-0294-04	1	2426791	2439625	4	-0.6541
TCGA-02-0016-01A-01G-0294-04	1	2445797	15324762	1152	0.03
TCGA-02-0016-01A-01G-0294-04	1	15331546	15778869	58	0.448
TCGA-02-0016-01A-01G-0294-04	1	15785932	23263997	750	0.0302
TCGA-02-0016-01A-01G-0294-04	1	23270443	23406621	19	-0.6037
TCGA-02-0016-01A-01G-0294-04	1	23414637	23873010	50	3e-04
TCGA-02-0016-01A-01G-0294-04	1	23878054	23935515	9	-0.6098
TCGA-02-0016-01A-01G-0294-04	1	23939863	24658509	71	0.0469
TCGA-02-0016-01A-01G-0294-04	1	24671916	24713497	5	-0.6917
TCGA-02-0016-01A-01G-0294-04	1	24719276	24765639	6	-0.4754
TCGA-02-0016-01A-01G-0294-04	1	24776275	24822677	6	0.0726
TCGA-02-0016-01A-01G-0294-04	1	24828653	24854187	4	-0.6744
TCGA-02-0016-01A-01G-0294-04	1	24860354	24860354	1	NA
TCGA-02-0016-01A-01G-0294-04	1	24868970	26201785	126	0.0753
TCGA-02-0016-01A-01G-0294-04	1	26207010	26429059	37	-0.536
TCGA-02-0016-01A-01G-0294-04	1	26438789	27607076	153	0.0406
TCGA-02-0016-01A-01G-0294-04	1	27611815	27870171	31	-0.5525
TCGA-02-0016-01A-01G-0294-04	1	27884237	83369717	4738	0.0241
TCGA-02-0016-01A-01G-0294-04	1	83388826	83664313	12	0.2181
TCGA-02-0016-01A-01G-0294-04	1	83695596	83695596	1	NA
TCGA-02-0016-01A-01G-0294-04	1	83737764	116970390	2557	0.0114
TCGA-02-0016-01A-01G-0294-04	1	116976749	116995577	2	-0.5124
TCGA-02-0016-01A-01G-0294-04	1	117001475	144093719	313	0.0032
TCGA-02-0016-01A-01G-0294-04	1	144099712	144440682	52	0.3945
TCGA-02-0016-01A-01G-0294-04	1	144451955	153233069	821	0.0039
TCGA-02-0016-01A-01G-0294-04	1	153239068	153259246	7	0.2681
TCGA-02-0016-01A-01G-0294-04	1	153262705	153320506	13	0.6663
TCGA-02-0016-01A-01G-0294-04	1	153326561	153743854	72	0.3758
TCGA-02-0016-01A-01G-0294-04	1	153757499	158159978	510	-0.0077
TCGA-02-0016-01A-01G-0294-04	1	158163429	158370055	32	0.446
TCGA-02-0016-01A-01G-0294-04	1	158374845	158438019	11	0.8108
TCGA-02-0016-01A-01G-0294-04	1	158444451	175072493	1523	0.0036
TCGA-02-0016-01A-01G-0294-04	1	175078290	175167828	9	0.4183
TCGA-02-0016-01A-01G-0294-04	1	175179397	224128694	3766	0.006
TCGA-02-0016-01A-01G-0294-04	1	224134191	224672156	61	0.3905
