barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-02-0039-01A-01G-0294-04	1	554268	2421920	249	0.0339
TCGA-02-0039-01A-01G-0294-04	1	2426791	2439625	4	-0.5802
TCGA-02-0039-01A-01G-0294-04	1	2445797	7450034	446	0.0352
TCGA-02-0039-01A-01G-0294-04	1	7460013	7853133	50	0.4169
TCGA-02-0039-01A-01G-0294-04	1	7869242	7869242	1	NA
TCGA-02-0039-01A-01G-0294-04	1	7878042	10228057	245	0.0221
TCGA-02-0039-01A-01G-0294-04	1	10233914	10554739	41	0.3929
TCGA-02-0039-01A-01G-0294-04	1	10565077	34214184	2279	0.0443
TCGA-02-0039-01A-01G-0294-04	1	34221603	34270292	5	-0.3421
TCGA-02-0039-01A-01G-0294-04	1	34276441	42327265	742	0.0395
TCGA-02-0039-01A-01G-0294-04	1	42357687	42891643	58	0.4002
TCGA-02-0039-01A-01G-0294-04	1	42902375	247190718	15125	0.0429
TCGA-02-0039-01A-01G-0294-04	10	115544	27638403	2340	-0.4428
TCGA-02-0039-01A-01G-0294-04	10	27653437	27745873	13	-0.9861
TCGA-02-0039-01A-01G-0294-04	10	27761657	38669536	816	-0.4416
TCGA-02-0039-01A-01G-0294-04	10	38682265	42175348	12	-0.1503
TCGA-02-0039-01A-01G-0294-04	10	42184626	67742738	1642	-0.4437
TCGA-02-0039-01A-01G-0294-04	10	67748408	67779990	4	-1.2114
TCGA-02-0039-01A-01G-0294-04	10	67792807	89540133	1960	-0.4368
TCGA-02-0039-01A-01G-0294-04	10	89545812	90000023	30	-1.1222
TCGA-02-0039-01A-01G-0294-04	10	90017817	90299629	32	-0.4207
TCGA-02-0039-01A-01G-0294-04	10	90307680	90313001	2	-1.1281
TCGA-02-0039-01A-01G-0294-04	10	90325261	135324730	4183	-0.4416
TCGA-02-0039-01A-01G-0294-04	10	135356671	135356671	1	NA
TCGA-02-0039-01A-01G-0294-04	11	182372	1885542	255	0.0467
TCGA-02-0039-01A-01G-0294-04	11	1894824	1917131	4	0.5556
