barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-19-1385-10C-01D-0592-04	1	554268	151027357	10928	0.0047
TCGA-19-1385-10C-01D-0592-04	1	151033188	151036435	2	-4.3572
TCGA-19-1385-10C-01D-0592-04	1	151040463	247190718	8315	-0.0111
TCGA-19-1385-10C-01D-0592-04	10	115544	135356671	11035	-0.0064
TCGA-19-1385-10C-01D-0592-04	11	182372	55118214	4215	-0.0112
TCGA-19-1385-10C-01D-0592-04	11	55124730	55194990	11	-2.8833
TCGA-19-1385-10C-01D-0592-04	11	55200744	134432265	7209	-7e-04
TCGA-19-1385-10C-01D-0592-04	12	33854	9452803	1015	-0.0132
TCGA-19-1385-10C-01D-0592-04	12	9528590	9554149	2	-3.5788
TCGA-19-1385-10C-01D-0592-04	12	9585156	132289090	10150	0.0041
TCGA-19-1385-10C-01D-0592-04	13	18065953	114123862	7652	2e-04
TCGA-19-1385-10C-01D-0592-04	14	18149473	19216369	10	-0.0215
TCGA-19-1385-10C-01D-0592-04	14	19268776	19497023	31	-0.6768
TCGA-19-1385-10C-01D-0592-04	14	19505698	106349756	8155	-0.0013
TCGA-19-1385-10C-01D-0592-04	15	18362555	32505423	1069	-0.0249
TCGA-19-1385-10C-01D-0592-04	15	32511475	32590643	11	-0.8771
TCGA-19-1385-10C-01D-0592-04	15	32594902	100282819	6928	-0.0034
TCGA-19-1385-10C-01D-0592-04	16	28087	86620795	6534	-0.0055
TCGA-19-1385-10C-01D-0592-04	16	86631337	87054341	33	-0.4849
TCGA-19-1385-10C-01D-0592-04	16	87061709	88690571	227	-0.0559
TCGA-19-1385-10C-01D-0592-04	17	29169	78653545	7657	-0.0077
TCGA-19-1385-10C-01D-0592-04	18	4316	76110964	5774	-0.0039
TCGA-19-1385-10C-01D-0592-04	19	64418	63784327	5977	-0.0085
TCGA-19-1385-10C-01D-0592-04	2	20341	242717016	18534	0.0013
TCGA-19-1385-10C-01D-0592-04	20	8747	62379059	5331	-0.0023
TCGA-19-1385-10C-01D-0592-04	21	9896630	14314039	48	-0.4911
TCGA-19-1385-10C-01D-0592-04	21	14320039	46914686	3314	-6e-04
TCGA-19-1385-10C-01D-0592-04	22	14504218	49565816	4079	5e-04
TCGA-19-1385-10C-01D-0592-04	23	2710316	154582414	10938	0.1961
TCGA-19-1385-10C-01D-0592-04	24	2710450	57440809	1293	-0.0393
TCGA-19-1385-10C-01D-0592-04	3	39066	199379566	15886	6e-04
TCGA-19-1385-10C-01D-0592-04	4	41413	191173837	13353	-0.002
TCGA-19-1385-10C-01D-0592-04	5	75149	124904	5	1.1575
TCGA-19-1385-10C-01D-0592-04	5	132146	180644810	13239	-0.0071
TCGA-19-1385-10C-01D-0592-04	6	97634	35862502	3361	-0.01
TCGA-19-1385-10C-01D-0592-04	6	35866245	35898755	6	-1.0574
TCGA-19-1385-10C-01D-0592-04	6	35902630	57327113	1981	-0.0083
TCGA-19-1385-10C-01D-0592-04	6	57333559	57591364	26	-0.5355
TCGA-19-1385-10C-01D-0592-04	6	57597826	165640218	7418	0.0022
TCGA-19-1385-10C-01D-0592-04	6	165645537	165650610	2	2.0964
TCGA-19-1385-10C-01D-0592-04	6	165657596	170867396	471	-0.0079
TCGA-19-1385-10C-01D-0592-04	7	140213	158811268	13241	-7e-04
TCGA-19-1385-10C-01D-0592-04	8	63810	146264846	10960	0.0015
TCGA-19-1385-10C-01D-0592-04	9	153131	28575812	2205	-0.0039
TCGA-19-1385-10C-01D-0592-04	9	28583541	28734987	19	-0.7513
TCGA-19-1385-10C-01D-0592-04	9	28767359	140241876	7179	-0.012
