barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-12-0653-01B-01D-0334-04	1	554268	49187366	4770	0.0281
TCGA-12-0653-01B-01D-0334-04	1	49204637	50823021	136	-0.6162
TCGA-12-0653-01B-01D-0334-04	1	50834466	52215305	127	-1.7057
TCGA-12-0653-01B-01D-0334-04	1	52226498	53438805	137	-0.5547
TCGA-12-0653-01B-01D-0334-04	1	53448295	80252230	2158	0.0146
TCGA-12-0653-01B-01D-0334-04	1	80278186	83474062	145	-0.584
TCGA-12-0653-01B-01D-0334-04	1	83495610	103932025	1544	0.0151
TCGA-12-0653-01B-01D-0334-04	1	103956767	103965227	2	-0.9523
TCGA-12-0653-01B-01D-0334-04	1	103965274	120108619	1262	0.0037
TCGA-12-0653-01B-01D-0334-04	1	120118435	120129871	3	-1.0298
TCGA-12-0653-01B-01D-0334-04	1	120138170	150819451	607	0.0288
TCGA-12-0653-01B-01D-0334-04	1	150823073	150848509	5	1.0369
TCGA-12-0653-01B-01D-0334-04	1	150852858	208350248	5107	0.0094
TCGA-12-0653-01B-01D-0334-04	1	208360913	211186847	286	-0.5677
TCGA-12-0653-01B-01D-0334-04	1	211195634	247190718	2956	0.0166
TCGA-12-0653-01B-01D-0334-04	10	115544	38711266	3172	-0.5791
TCGA-12-0653-01B-01D-0334-04	10	38717779	42150759	8	-0.1193
TCGA-12-0653-01B-01D-0334-04	10	42175348	45448745	247	-0.5698
TCGA-12-0653-01B-01D-0334-04	10	45455357	47172534	46	-0.3262
TCGA-12-0653-01B-01D-0334-04	10	47735472	69627248	1548	-0.6133
TCGA-12-0653-01B-01D-0334-04	10	69636648	69661546	5	0.1631
TCGA-12-0653-01B-01D-0334-04	10	69665471	135356671	6009	-0.5783
TCGA-12-0653-01B-01D-0334-04	11	182372	5738494	691	-0.0426
TCGA-12-0653-01B-01D-0334-04	11	5742476	5762182	4	-5.0479
TCGA-12-0653-01B-01D-0334-04	11	5766615	18896166	1292	-0.0284
TCGA-12-0653-01B-01D-0334-04	11	18906505	18915871	2	-1.1734
TCGA-12-0653-01B-01D-0334-04	11	18929375	55124730	2227	-0.0232
TCGA-12-0653-01B-01D-0334-04	11	55129329	55194990	10	-0.568
TCGA-12-0653-01B-01D-0334-04	11	55200744	134432265	7209	-0.0337
TCGA-12-0653-01B-01D-0334-04	12	33854	9452803	1015	0.0135
TCGA-12-0653-01B-01D-0334-04	12	9528590	9554149	2	-1.6503
TCGA-12-0653-01B-01D-0334-04	12	9585156	10457163	116	-0.0255
TCGA-12-0653-01B-01D-0334-04	12	10464018	10484956	4	-1.0743
TCGA-12-0653-01B-01D-0334-04	12	10493984	10567051	7	-0.04
TCGA-12-0653-01B-01D-0334-04	12	10594444	17570080	624	-0.5885
TCGA-12-0653-01B-01D-0334-04	12	17594942	132289090	9399	0.0127
TCGA-12-0653-01B-01D-0334-04	13	18065953	114123862	7652	0.0102
TCGA-12-0653-01B-01D-0334-04	14	18149473	18504575	3	-0.5954
TCGA-12-0653-01B-01D-0334-04	14	18537177	19467512	33	-0.1427
TCGA-12-0653-01B-01D-0334-04	14	19473780	19473780	1	NA
TCGA-12-0653-01B-01D-0334-04	14	19479142	21479168	321	-0.5758
TCGA-12-0653-01B-01D-0334-04	14	21485351	22034704	68	-0.3074
TCGA-12-0653-01B-01D-0334-04	14	22046097	73060301	4564	-0.5848
TCGA-12-0653-01B-01D-0334-04	14	73071404	73082250	3	-1.6832
TCGA-12-0653-01B-01D-0334-04	14	73092018	92549848	1728	-0.5806
TCGA-12-0653-01B-01D-0334-04	14	92559003	92989130	53	-1.6773
TCGA-12-0653-01B-01D-0334-04	14	92997539	106349756	1422	-0.5618
TCGA-12-0653-01B-01D-0334-04	15	18362555	19786655	51	-0.0704
TCGA-12-0653-01B-01D-0334-04	15	19805960	20079935	25	-0.546
TCGA-12-0653-01B-01D-0334-04	15	20220416	30710335	757	0.01
TCGA-12-0653-01B-01D-0334-04	15	30715296	49471028	2018	-0.581
TCGA-12-0653-01B-01D-0334-04	15	49479761	54293289	441	0.0049
TCGA-12-0653-01B-01D-0334-04	15	54309682	56226758	202	-0.5868
TCGA-12-0653-01B-01D-0334-04	15	56238706	62257649	643	0.0339
TCGA-12-0653-01B-01D-0334-04	15	62264041	62264041	1	NA
TCGA-12-0653-01B-01D-0334-04	15	62268591	62965138	93	-0.529
TCGA-12-0653-01B-01D-0334-04	15	62975671	100282819	3777	0.0096
TCGA-12-0653-01B-01D-0334-04	16	28087	1520067	232	-0.0053
TCGA-12-0653-01B-01D-0334-04	16	1525066	1755474	30	-0.605
TCGA-12-0653-01B-01D-0334-04	16	1760325	31862577	2714	0.0271
TCGA-12-0653-01B-01D-0334-04	16	31958973	34095229	40	-0.2218
TCGA-12-0653-01B-01D-0334-04	16	34106213	59690884	1179	0.0208
TCGA-12-0653-01B-01D-0334-04	16	59742482	65600322	325	-0.5978
TCGA-12-0653-01B-01D-0334-04	16	65609240	88690571	2274	0.0253
TCGA-12-0653-01B-01D-0334-04	17	29169	77503378	7506	0.0274
TCGA-12-0653-01B-01D-0334-04	17	77503673	77503685	2	-1.0465
TCGA-12-0653-01B-01D-0334-04	17	77519913	78653545	149	-0.0147
TCGA-12-0653-01B-01D-0334-04	18	4316	34445846	2670	0.009
TCGA-12-0653-01B-01D-0334-04	18	34468029	34483390	2	0.8857
TCGA-12-0653-01B-01D-0334-04	18	34504188	76110964	3102	0.0145
TCGA-12-0653-01B-01D-0334-04	19	64418	46047846	3826	0.0207
TCGA-12-0653-01B-01D-0334-04	19	46055869	46078903	4	-0.8681
TCGA-12-0653-01B-01D-0334-04	19	46087549	56816785	1280	9e-04
TCGA-12-0653-01B-01D-0334-04	19	56831724	56840346	2	-0.9845
TCGA-12-0653-01B-01D-0334-04	19	56850433	63784327	865	0.0029
TCGA-12-0653-01B-01D-0334-04	2	20341	242717016	18534	0.0112
TCGA-12-0653-01B-01D-0334-04	20	8747	1506379	191	0.0201
TCGA-12-0653-01B-01D-0334-04	20	1516966	1539155	3	0.8515
TCGA-12-0653-01B-01D-0334-04	20	1546858	62379059	5137	0.0167
TCGA-12-0653-01B-01D-0334-04	21	9896630	46914686	3362	0.0135
TCGA-12-0653-01B-01D-0334-04	22	14504218	49565816	4079	0.0262
TCGA-12-0653-01B-01D-0334-04	23	2710316	154582414	10938	0.0625
TCGA-12-0653-01B-01D-0334-04	24	2710450	57440809	1293	0.0321
TCGA-12-0653-01B-01D-0334-04	3	39066	46761824	3874	0.0203
TCGA-12-0653-01B-01D-0334-04	3	46771035	46823673	4	-0.7855
TCGA-12-0653-01B-01D-0334-04	3	46829442	75799957	2701	0.0207
TCGA-12-0653-01B-01D-0334-04	3	75845446	75875904	4	-0.6081
TCGA-12-0653-01B-01D-0334-04	3	75896020	199379566	9303	0.0112
TCGA-12-0653-01B-01D-0334-04	4	41413	68905670	4501	8e-04
TCGA-12-0653-01B-01D-0334-04	4	69057735	69165814	11	0.8171
TCGA-12-0653-01B-01D-0334-04	4	69643272	191173837	8841	0.0037
TCGA-12-0653-01B-01D-0334-04	5	75149	8877418	674	0.0067
TCGA-12-0653-01B-01D-0334-04	5	8892260	8925421	2	0.9137
TCGA-12-0653-01B-01D-0334-04	5	8970788	58322360	3122	0.0048
TCGA-12-0653-01B-01D-0334-04	5	58331366	62639982	332	-0.6035
TCGA-12-0653-01B-01D-0334-04	5	62675381	63200736	19	-0.0661
TCGA-12-0653-01B-01D-0334-04	5	63259307	79289835	1253	-0.5754
TCGA-12-0653-01B-01D-0334-04	5	79295909	86939757	560	0.0174
TCGA-12-0653-01B-01D-0334-04	5	87005072	89786369	162	-0.621
TCGA-12-0653-01B-01D-0334-04	5	89792919	180644810	7120	0.0146
TCGA-12-0653-01B-01D-0334-04	6	97634	97634	1	NA
TCGA-12-0653-01B-01D-0334-04	6	108083	174815	6	0.0021
TCGA-12-0653-01B-01D-0334-04	6	204528	320890	12	-0.3889
TCGA-12-0653-01B-01D-0334-04	6	334423	32519935	2943	0.0116
TCGA-12-0653-01B-01D-0334-04	6	32558677	32600962	5	-0.9948
TCGA-12-0653-01B-01D-0334-04	6	32605300	32711957	10	-0.0177
TCGA-12-0653-01B-01D-0334-04	6	32718991	32728487	3	0.7694
TCGA-12-0653-01B-01D-0334-04	6	32732764	98988733	4742	0.0097
TCGA-12-0653-01B-01D-0334-04	6	99024710	99392581	17	0.3975
TCGA-12-0653-01B-01D-0334-04	6	99404041	170867396	5526	0.0134
TCGA-12-0653-01B-01D-0334-04	7	140213	121365175	9643	0.4345
TCGA-12-0653-01B-01D-0334-04	7	121377733	121719696	33	0.0565
TCGA-12-0653-01B-01D-0334-04	7	121724400	133414697	1090	0.4367
TCGA-12-0653-01B-01D-0334-04	7	133439454	133447868	2	-0.9371
TCGA-12-0653-01B-01D-0334-04	7	133459759	141687978	822	0.4528
TCGA-12-0653-01B-01D-0334-04	7	141705163	141711513	2	2.0362
TCGA-12-0653-01B-01D-0334-04	7	141720324	142108915	45	0.5021
TCGA-12-0653-01B-01D-0334-04	7	142115915	142202274	15	0.8205
TCGA-12-0653-01B-01D-0334-04	7	142207147	158792914	1588	0.431
TCGA-12-0653-01B-01D-0334-04	7	158811268	158811268	1	NA
TCGA-12-0653-01B-01D-0334-04	8	63810	7261418	629	0.004
TCGA-12-0653-01B-01D-0334-04	8	7359040	8132139	7	0.4345
TCGA-12-0653-01B-01D-0334-04	8	8140070	12077339	359	0.0231
TCGA-12-0653-01B-01D-0334-04	8	12276178	12285464	2	-0.9132
TCGA-12-0653-01B-01D-0334-04	8	12448374	39341524	2172	0.0099
TCGA-12-0653-01B-01D-0334-04	8	39356595	39356595	1	NA
TCGA-12-0653-01B-01D-0334-04	8	39363050	39505256	19	0.5863
TCGA-12-0653-01B-01D-0334-04	8	39511632	132995667	6583	0.0085
TCGA-12-0653-01B-01D-0334-04	8	133006155	133706715	80	-0.6231
TCGA-12-0653-01B-01D-0334-04	8	133719315	146264846	1108	-0.0065
TCGA-12-0653-01B-01D-0334-04	9	153131	21780832	1785	0.0092
TCGA-12-0653-01B-01D-0334-04	9	21795270	21795270	1	NA
TCGA-12-0653-01B-01D-0334-04	9	21807082	22076798	31	-1.6641
TCGA-12-0653-01B-01D-0334-04	9	22115405	140193674	7585	0.0169
TCGA-12-0653-01B-01D-0334-04	9	140241876	140241876	1	NA
