barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-15-1446-01A-01D-0518-04	1	554268	639581	3	0.8086
TCGA-15-1446-01A-01D-0518-04	1	736483	2110791	206	-0.0616
TCGA-15-1446-01A-01D-0518-04	1	2119475	2557633	61	0.3505
TCGA-15-1446-01A-01D-0518-04	1	2572620	16877283	1323	-0.0241
TCGA-15-1446-01A-01D-0518-04	1	16884678	17124554	15	-0.4304
TCGA-15-1446-01A-01D-0518-04	1	17130528	109734146	7735	-0.0065
TCGA-15-1446-01A-01D-0518-04	1	109739852	110023268	49	0.4202
TCGA-15-1446-01A-01D-0518-04	1	110033832	110041428	2	1.3657
TCGA-15-1446-01A-01D-0518-04	1	110057882	110279385	28	0.412
TCGA-15-1446-01A-01D-0518-04	1	110290785	150823073	1470	-0.0038
TCGA-15-1446-01A-01D-0518-04	1	150836484	150839754	2	-0.7244
TCGA-15-1446-01A-01D-0518-04	1	150844444	150848509	2	NA
TCGA-15-1446-01A-01D-0518-04	1	150852858	167483267	1814	-0.0142
TCGA-15-1446-01A-01D-0518-04	1	167493768	167507882	2	-3.8225
TCGA-15-1446-01A-01D-0518-04	1	167523140	174791510	652	-0.0034
TCGA-15-1446-01A-01D-0518-04	1	174809461	175395051	70	0.397
TCGA-15-1446-01A-01D-0518-04	1	175407390	194978218	1334	0.0025
TCGA-15-1446-01A-01D-0518-04	1	195005520	195067764	8	-0.4258
TCGA-15-1446-01A-01D-0518-04	1	195091758	200405230	460	-0.0161
TCGA-15-1446-01A-01D-0518-04	1	200415179	200786282	39	0.3097
TCGA-15-1446-01A-01D-0518-04	1	200802204	201448027	88	0.0107
TCGA-15-1446-01A-01D-0518-04	1	201456918	202052614	60	0.3727
TCGA-15-1446-01A-01D-0518-04	1	202058364	202347595	27	-0.0469
TCGA-15-1446-01A-01D-0518-04	1	202358378	203008527	73	0.3775
TCGA-15-1446-01A-01D-0518-04	1	203040647	233443972	2463	-0.0147
TCGA-15-1446-01A-01D-0518-04	1	233449786	233848372	44	0.402
TCGA-15-1446-01A-01D-0518-04	1	233854641	233950582	11	0.6894
TCGA-15-1446-01A-01D-0518-04	1	233960936	234499253	50	0.385
TCGA-15-1446-01A-01D-0518-04	1	234508886	247190718	1154	-0.0055
TCGA-15-1446-01A-01D-0518-04	10	115544	38585875	3165	-0.5584
TCGA-15-1446-01A-01D-0518-04	10	38596435	42175348	16	-0.2516
TCGA-15-1446-01A-01D-0518-04	10	42184626	89311273	3583	-0.5616
TCGA-15-1446-01A-01D-0518-04	10	89338165	90781086	138	-1.4751
TCGA-15-1446-01A-01D-0518-04	10	90814355	135356671	4133	-0.5601
TCGA-15-1446-01A-01D-0518-04	11	182372	8727950	1057	-0.04
TCGA-15-1446-01A-01D-0518-04	11	8734186	9246513	68	0.4051
TCGA-15-1446-01A-01D-0518-04	11	9255554	18896166	862	-0.0039
TCGA-15-1446-01A-01D-0518-04	11	18906505	18915871	2	-0.9987
TCGA-15-1446-01A-01D-0518-04	11	18929375	55118214	2226	-0.0065
TCGA-15-1446-01A-01D-0518-04	11	55124730	55207305	13	0.2739
TCGA-15-1446-01A-01D-0518-04	11	55225136	56768729	197	-0.0256
TCGA-15-1446-01A-01D-0518-04	11	56774100	57267001	74	0.3686
TCGA-15-1446-01A-01D-0518-04	11	57273232	57273232	1	NA
TCGA-15-1446-01A-01D-0518-04	11	57277614	134432265	6935	-0.0164
TCGA-15-1446-01A-01D-0518-04	12	33854	11393473	1226	-0.011
TCGA-15-1446-01A-01D-0518-04	12	11404653	11430887	4	-0.9188
TCGA-15-1446-01A-01D-0518-04	12	11444721	132289090	9937	-0.0104
TCGA-15-1446-01A-01D-0518-04	13	18065953	114123862	7652	-0.0103
TCGA-15-1446-01A-01D-0518-04	14	18149473	19090564	8	0.0748
TCGA-15-1446-01A-01D-0518-04	14	19154992	19582682	43	-0.1641
TCGA-15-1446-01A-01D-0518-04	14	19587326	21523818	313	0.0044
TCGA-15-1446-01A-01D-0518-04	14	21529816	22034704	62	0.208
TCGA-15-1446-01A-01D-0518-04	14	22046097	58166393	2993	-0.003
TCGA-15-1446-01A-01D-0518-04	14	58172782	58179290	3	-0.666
TCGA-15-1446-01A-01D-0518-04	14	58183728	73071404	1569	0.0075
TCGA-15-1446-01A-01D-0518-04	14	73075500	73092018	3	0.6015
TCGA-15-1446-01A-01D-0518-04	14	73104572	77692334	542	-0.0023
TCGA-15-1446-01A-01D-0518-04	14	77713857	77739696	3	-0.5842
TCGA-15-1446-01A-01D-0518-04	14	77750645	105128688	2525	-0.0229
TCGA-15-1446-01A-01D-0518-04	14	105138794	105178535	6	-0.4286
TCGA-15-1446-01A-01D-0518-04	14	105184425	105594189	45	-0.0742
TCGA-15-1446-01A-01D-0518-04	14	105602756	105623070	3	-4.1828
TCGA-15-1446-01A-01D-0518-04	14	105630089	106349756	78	-0.0071
TCGA-15-1446-01A-01D-0518-04	15	18362555	18864582	16	-0.035
TCGA-15-1446-01A-01D-0518-04	15	18874663	19537035	34	-0.3659
TCGA-15-1446-01A-01D-0518-04	15	19786655	95606006	7459	-0.0053
TCGA-15-1446-01A-01D-0518-04	15	95616750	95632390	2	-0.9048
TCGA-15-1446-01A-01D-0518-04	15	95658438	100200937	495	-0.0125
TCGA-15-1446-01A-01D-0518-04	15	100217283	100282819	2	-0.7234
TCGA-15-1446-01A-01D-0518-04	16	28087	54343465	3746	-0.0213
TCGA-15-1446-01A-01D-0518-04	16	54354643	54379834	5	-0.6721
TCGA-15-1446-01A-01D-0518-04	16	54390012	88690571	3043	-0.0195
TCGA-15-1446-01A-01D-0518-04	17	29169	35241893	3448	-0.01
TCGA-15-1446-01A-01D-0518-04	17	35253166	35805285	83	0.3916
TCGA-15-1446-01A-01D-0518-04	17	35814521	38710043	404	-0.0023
TCGA-15-1446-01A-01D-0518-04	17	38784700	39114890	35	0.3569
TCGA-15-1446-01A-01D-0518-04	17	39139634	39139634	1	NA
TCGA-15-1446-01A-01D-0518-04	17	39165588	46184516	783	-0.0094
TCGA-15-1446-01A-01D-0518-04	17	46192340	46708300	56	0.3814
TCGA-15-1446-01A-01D-0518-04	17	46714267	67707108	1668	0.0038
TCGA-15-1446-01A-01D-0518-04	17	67730384	68191745	32	0.3675
TCGA-15-1446-01A-01D-0518-04	17	68200794	77503378	996	-0.0249
TCGA-15-1446-01A-01D-0518-04	17	77503673	77503685	2	0.8194
TCGA-15-1446-01A-01D-0518-04	17	77519913	78653545	149	-0.0401
TCGA-15-1446-01A-01D-0518-04	18	4316	76110964	5774	-0.0099
TCGA-15-1446-01A-01D-0518-04	19	64418	50102693	4257	0.3424
TCGA-15-1446-01A-01D-0518-04	19	50104453	50688402	81	-0.0294
TCGA-15-1446-01A-01D-0518-04	19	50690999	51237462	74	0.3749
TCGA-15-1446-01A-01D-0518-04	19	51248225	56816785	698	-0.0243
TCGA-15-1446-01A-01D-0518-04	19	56831724	56840346	2	-0.8213
TCGA-15-1446-01A-01D-0518-04	19	56850433	59414645	322	-0.0243
TCGA-15-1446-01A-01D-0518-04	19	59427018	59434159	2	-1.551
TCGA-15-1446-01A-01D-0518-04	19	59440274	59487170	8	-0.082
TCGA-15-1446-01A-01D-0518-04	19	59492650	59497049	2	-1.8691
TCGA-15-1446-01A-01D-0518-04	19	59502178	63784327	531	-0.035
TCGA-15-1446-01A-01D-0518-04	2	20341	8951017	655	-0.0373
TCGA-15-1446-01A-01D-0518-04	2	8966200	9569668	57	0.3677
TCGA-15-1446-01A-01D-0518-04	2	9575504	140425373	9494	-0.0117
TCGA-15-1446-01A-01D-0518-04	2	140436018	140490410	2	-0.9592
TCGA-15-1446-01A-01D-0518-04	2	140515964	242168433	8259	-0.0092
TCGA-15-1446-01A-01D-0518-04	2	242169452	242453263	15	-0.2879
TCGA-15-1446-01A-01D-0518-04	2	242458495	242717016	52	0.0676
TCGA-15-1446-01A-01D-0518-04	20	8747	1506379	191	-0.0247
TCGA-15-1446-01A-01D-0518-04	20	1516966	1539155	3	0.6358
TCGA-15-1446-01A-01D-0518-04	20	1546858	59216890	4723	-0.006
TCGA-15-1446-01A-01D-0518-04	20	59234582	59234582	1	NA
TCGA-15-1446-01A-01D-0518-04	20	59244802	59782100	60	0.3239
TCGA-15-1446-01A-01D-0518-04	20	59788340	62379059	353	-0.0738
TCGA-15-1446-01A-01D-0518-04	21	9896630	46914686	3362	-0.018
TCGA-15-1446-01A-01D-0518-04	22	14504218	16691857	134	-0.0452
TCGA-15-1446-01A-01D-0518-04	22	16697622	17041724	44	0.379
TCGA-15-1446-01A-01D-0518-04	22	17086001	39921456	2728	-0.0342
TCGA-15-1446-01A-01D-0518-04	22	39930071	40500030	87	0.3332
TCGA-15-1446-01A-01D-0518-04	22	40507066	49565816	1086	-0.0718
TCGA-15-1446-01A-01D-0518-04	23	2710316	127678806	8759	0.0614
