barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-02-0026-01B-01G-0294-04	1	554268	639581	3	-0.3486
TCGA-02-0026-01B-01G-0294-04	1	736483	2145421	211	0.0135
TCGA-02-0026-01B-01G-0294-04	1	2151996	6087729	324	-0.35
TCGA-02-0026-01B-01G-0294-04	1	6094656	11619580	600	0.0523
TCGA-02-0026-01B-01G-0294-04	1	11626553	12091808	63	0.2951
TCGA-02-0026-01B-01G-0294-04	1	12098526	16877283	392	0.0724
TCGA-02-0026-01B-01G-0294-04	1	16884678	17197648	24	-0.0904
TCGA-02-0026-01B-01G-0294-04	1	17208779	235428928	16563	0.0712
TCGA-02-0026-01B-01G-0294-04	1	235440238	238622454	219	-0.6022
TCGA-02-0026-01B-01G-0294-04	1	238628495	240770320	206	0.0615
TCGA-02-0026-01B-01G-0294-04	1	240796097	240796097	1	NA
TCGA-02-0026-01B-01G-0294-04	1	240838878	247190718	639	-0.543
TCGA-02-0026-01B-01G-0294-04	10	115544	20877853	1754	0.0564
TCGA-02-0026-01B-01G-0294-04	10	20883517	20903290	3	-0.4186
TCGA-02-0026-01B-01G-0294-04	10	20909137	37823898	1358	0.0655
TCGA-02-0026-01B-01G-0294-04	10	37851069	42057554	64	-0.1123
TCGA-02-0026-01B-01G-0294-04	10	42150759	53085629	673	0.0943
TCGA-02-0026-01B-01G-0294-04	10	53094859	62934154	665	0.2814
TCGA-02-0026-01B-01G-0294-04	10	62976840	66496554	232	0.6008
TCGA-02-0026-01B-01G-0294-04	10	66527887	88707337	1978	-0.3141
TCGA-02-0026-01B-01G-0294-04	10	88710146	89148059	26	-0.1043
TCGA-02-0026-01B-01G-0294-04	10	89178988	89178988	1	NA
TCGA-02-0026-01B-01G-0294-04	10	89199763	99504791	1043	-0.3167
TCGA-02-0026-01B-01G-0294-04	10	99510572	99536586	6	0.1302
TCGA-02-0026-01B-01G-0294-04	10	99548159	134544675	3127	-0.3004
TCGA-02-0026-01B-01G-0294-04	10	134554400	134626223	9	-0.7549
TCGA-02-0026-01B-01G-0294-04	10	134634926	135356671	96	-0.2111
TCGA-02-0026-01B-01G-0294-04	11	182372	134432265	11435	0.0667
TCGA-02-0026-01B-01G-0294-04	12	33854	28323650	2642	-0.5415
TCGA-02-0026-01B-01G-0294-04	12	28335156	132289090	8525	0.0469
TCGA-02-0026-01B-01G-0294-04	13	18065953	31619345	1310	0.0608
TCGA-02-0026-01B-01G-0294-04	13	31629443	31629443	1	NA
TCGA-02-0026-01B-01G-0294-04	13	31643168	32802855	138	-0.5589
TCGA-02-0026-01B-01G-0294-04	13	32820745	36941109	374	0.1386
TCGA-02-0026-01B-01G-0294-04	13	36964477	39013411	193	-0.581
TCGA-02-0026-01B-01G-0294-04	13	39022661	40344172	109	0.0798
TCGA-02-0026-01B-01G-0294-04	13	40355567	57115282	1449	-0.5699
TCGA-02-0026-01B-01G-0294-04	13	57126648	57160105	5	-1.4039
TCGA-02-0026-01B-01G-0294-04	13	57173342	65389227	381	-0.5939
