barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-14-0783-01B-01D-0518-04	1	554268	554287	2	-0.4306
TCGA-14-0783-01B-01D-0518-04	1	639581	1547576	121	0.1764
TCGA-14-0783-01B-01D-0518-04	1	1548574	1555608	10	-0.2026
TCGA-14-0783-01B-01D-0518-04	1	1556426	25457903	2300	0.284
TCGA-14-0783-01B-01D-0518-04	1	25482036	25536086	6	-0.1394
TCGA-14-0783-01B-01D-0518-04	1	25541997	143658181	7896	0.3383
TCGA-14-0783-01B-01D-0518-04	1	143697723	143787504	11	-0.2529
TCGA-14-0783-01B-01D-0518-04	1	143793179	144093719	8	0.0594
TCGA-14-0783-01B-01D-0518-04	1	144099712	150819451	537	0.3359
TCGA-14-0783-01B-01D-0518-04	1	150823073	150848509	5	1.8661
TCGA-14-0783-01B-01D-0518-04	1	150852858	153124279	311	0.3227
TCGA-14-0783-01B-01D-0518-04	1	153141446	154082180	145	0.847
TCGA-14-0783-01B-01D-0518-04	1	154090177	178961213	2398	0.3285
TCGA-14-0783-01B-01D-0518-04	1	178969123	179312800	39	0.606
TCGA-14-0783-01B-01D-0518-04	1	179320351	194978218	979	0.3528
TCGA-14-0783-01B-01D-0518-04	1	195005520	195067764	8	-0.2473
TCGA-14-0783-01B-01D-0518-04	1	195091758	200613454	485	0.3306
TCGA-14-0783-01B-01D-0518-04	1	200622656	200654714	5	-0.306
TCGA-14-0783-01B-01D-0518-04	1	200670407	200851928	15	0.1808
TCGA-14-0783-01B-01D-0518-04	1	200857490	200871089	3	-0.3001
TCGA-14-0783-01B-01D-0518-04	1	200880607	240465187	3292	0.3373
TCGA-14-0783-01B-01D-0518-04	1	240470722	240609759	13	0.0418
TCGA-14-0783-01B-01D-0518-04	1	240621444	246755225	611	0.4169
TCGA-14-0783-01B-01D-0518-04	1	246794522	246862029	11	-0.5804
TCGA-14-0783-01B-01D-0518-04	1	246874992	247190718	34	0.3353
TCGA-14-0783-01B-01D-0518-04	10	115544	195726	9	-0.7276
TCGA-14-0783-01B-01D-0518-04	10	203451	474202	31	-0.0831
TCGA-14-0783-01B-01D-0518-04	10	482845	38555662	3123	-0.6871
TCGA-14-0783-01B-01D-0518-04	10	38563575	42150759	17	-0.3
TCGA-14-0783-01B-01D-0518-04	10	42175348	46404919	259	-0.6938
TCGA-14-0783-01B-01D-0518-04	10	46408696	47172534	34	-0.9316
TCGA-14-0783-01B-01D-0518-04	10	47735472	69636648	1549	-0.6992
TCGA-14-0783-01B-01D-0518-04	10	69641558	69661546	4	-0.0303
TCGA-14-0783-01B-01D-0518-04	10	69665471	135356671	6009	-0.6916
TCGA-14-0783-01B-01D-0518-04	11	182372	27433776	2554	-0.2936
TCGA-14-0783-01B-01D-0518-04	11	27446082	33205944	432	-0.0929
TCGA-14-0783-01B-01D-0518-04	11	33236972	55124730	1230	-0.2704
TCGA-14-0783-01B-01D-0518-04	11	55129329	55207305	12	0.1014
