barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-28-2514-10A-01D-0787-02	1	554268	16659021	2655	-0.0663
TCGA-28-2514-10A-01D-0787-02	1	16666760	17157415	24	0.5985
TCGA-28-2514-10A-01D-0787-02	1	17167719	108533257	15066	-0.0502
TCGA-28-2514-10A-01D-0787-02	1	108535814	108538662	3	-2.0943
TCGA-28-2514-10A-01D-0787-02	1	108541074	120327958	1933	-0.0521
TCGA-28-2514-10A-01D-0787-02	1	120331193	120808459	11	0.7119
TCGA-28-2514-10A-01D-0787-02	1	120826826	143697723	46	0.1428
TCGA-28-2514-10A-01D-0787-02	1	143700072	144003055	53	0.5631
TCGA-28-2514-10A-01D-0787-02	1	144099712	146188434	241	-0.0352
TCGA-28-2514-10A-01D-0787-02	1	146212175	148088434	32	0.3254
TCGA-28-2514-10A-01D-0787-02	1	148115321	247186514	16809	-0.0507
TCGA-28-2514-10A-01D-0787-02	10	126361	38659036	6008	-0.0473
TCGA-28-2514-10A-01D-0787-02	10	38659048	42150759	10	0.6569
TCGA-28-2514-10A-01D-0787-02	10	42175348	45480572	367	-0.0497
TCGA-28-2514-10A-01D-0787-02	10	45487335	47060942	41	0.3056
TCGA-28-2514-10A-01D-0787-02	10	47063200	135286023	13732	-0.0515
TCGA-28-2514-10A-01D-0787-02	11	190215	51373924	7642	-0.0523
TCGA-28-2514-10A-01D-0787-02	11	51381908	54847841	6	0.7285
TCGA-28-2514-10A-01D-0787-02	11	54850040	55118214	29	-0.0476
TCGA-28-2514-10A-01D-0787-02	11	55124730	55197848	13	-2.7133
TCGA-28-2514-10A-01D-0787-02	11	55200744	88258072	5746	-0.0539
TCGA-28-2514-10A-01D-0787-02	11	88258151	88823008	98	0.1847
TCGA-28-2514-10A-01D-0787-02	11	88824462	134432265	7064	-0.0548
TCGA-28-2514-10A-01D-0787-02	12	59839	9523923	1809	-0.0477
TCGA-28-2514-10A-01D-0787-02	12	9528590	9610054	10	-1.2834
TCGA-28-2514-10A-01D-0787-02	12	9626736	10474825	175	-0.0496
TCGA-28-2514-10A-01D-0787-02	12	10474925	10484956	3	-1.7664
TCGA-28-2514-10A-01D-0787-02	12	10491341	11354935	119	0.0221
TCGA-28-2514-10A-01D-0787-02	12	11366696	11444721	10	0.5235
TCGA-28-2514-10A-01D-0787-02	12	11466807	120579182	16549	-0.0472
TCGA-28-2514-10A-01D-0787-02	12	120585906	120604581	6	-0.8856
TCGA-28-2514-10A-01D-0787-02	12	120615088	132289090	1620	-0.0709
TCGA-28-2514-10A-01D-0787-02	13	18065953	56650373	5484	-0.0451
TCGA-28-2514-10A-01D-0787-02	13	56658479	56770498	6	0.6296
TCGA-28-2514-10A-01D-0787-02	13	56792837	114114513	6320	-0.0433
TCGA-28-2514-10A-01D-0787-02	14	18149473	19273289	10	0.2435
TCGA-28-2514-10A-01D-0787-02	14	19284254	19490630	28	-0.6431
TCGA-28-2514-10A-01D-0787-02	14	19497023	21497838	405	-0.0546
TCGA-28-2514-10A-01D-0787-02	14	21498439	22005835	132	0.1545
TCGA-28-2514-10A-01D-0787-02	14	22007978	105845658	12433	-0.0533
TCGA-28-2514-10A-01D-0787-02	14	105856972	105873009	3	-1.5087
TCGA-28-2514-10A-01D-0787-02	14	105881677	106349756	57	-0.1186
TCGA-28-2514-10A-01D-0787-02	15	18362555	19465359	58	0.1169
TCGA-28-2514-10A-01D-0787-02	15	19537035	19982333	19	-0.5303
TCGA-28-2514-10A-01D-0787-02	15	19985258	100282819	12527	-0.0451
TCGA-28-2514-10A-01D-0787-02	16	36766	31862577	4712	-0.0541
TCGA-28-2514-10A-01D-0787-02	16	31974468	33758082	35	0.6891
TCGA-28-2514-10A-01D-0787-02	16	33875313	54343465	1325	-0.0421
TCGA-28-2514-10A-01D-0787-02	16	54353978	54379834	6	-1.9982
TCGA-28-2514-10A-01D-0787-02	16	54399890	54410800	5	1.0819
TCGA-28-2514-10A-01D-0787-02	16	54437553	69397102	2120	-0.0552
TCGA-28-2514-10A-01D-0787-02	16	69409493	69758635	72	0.3073
TCGA-28-2514-10A-01D-0787-02	16	69761372	76931247	1073	-0.0485
TCGA-28-2514-10A-01D-0787-02	16	76933534	76938723	5	1.2905
TCGA-28-2514-10A-01D-0787-02	16	76944661	88675835	1995	-0.0586
TCGA-28-2514-10A-01D-0787-02	17	29169	21238712	3918	-0.0559
TCGA-28-2514-10A-01D-0787-02	17	21248682	22414320	53	0.1838
TCGA-28-2514-10A-01D-0787-02	17	22418006	32846618	1928	-0.0461
TCGA-28-2514-10A-01D-0787-02	17	32850723	32854956	3	-1.1118
TCGA-28-2514-10A-01D-0787-02	17	32857473	41515622	1634	-0.052
TCGA-28-2514-10A-01D-0787-02	17	41521544	41706870	42	-0.5805
TCGA-28-2514-10A-01D-0787-02	17	41708551	78636731	6348	-0.0539
TCGA-28-2514-10A-01D-0787-02	18	4316	14092472	2193	-0.0571
TCGA-28-2514-10A-01D-0787-02	18	14096231	16798885	42	0.2623
TCGA-28-2514-10A-01D-0787-02	18	16800382	76110964	7898	-0.0514
TCGA-28-2514-10A-01D-0787-02	19	217117	20426875	3851	-0.0759
TCGA-28-2514-10A-01D-0787-02	19	20429162	20493401	9	-1.033
TCGA-28-2514-10A-01D-0787-02	19	20510787	56822197	4567	-0.0559
TCGA-28-2514-10A-01D-0787-02	19	56825794	56831724	4	-1.2276
TCGA-28-2514-10A-01D-0787-02	19	56840346	63787171	1404	-0.0727
TCGA-28-2514-10A-01D-0787-02	2	20341	37789939	5114	-0.0572
TCGA-28-2514-10A-01D-0787-02	2	37818455	37854350	15	0.4102
TCGA-28-2514-10A-01D-0787-02	2	37858379	86958695	7180	-0.0506
TCGA-28-2514-10A-01D-0787-02	2	86975597	88087945	19	0.3787
TCGA-28-2514-10A-01D-0787-02	2	88096859	89093646	168	-0.0282
TCGA-28-2514-10A-01D-0787-02	2	89101034	89889099	40	0.1711
TCGA-28-2514-10A-01D-0787-02	2	89895566	94892170	19	0.6963
TCGA-28-2514-10A-01D-0787-02	2	94892766	97026541	289	-0.0083
TCGA-28-2514-10A-01D-0787-02	2	97041917	97221198	11	0.4652
TCGA-28-2514-10A-01D-0787-02	2	97231582	113884346	2045	-0.0503
TCGA-28-2514-10A-01D-0787-02	2	113911006	114037136	5	0.7376
TCGA-28-2514-10A-01D-0787-02	2	114099124	132117324	1837	-0.0534
TCGA-28-2514-10A-01D-0787-02	2	132130850	132830527	28	0.3666
TCGA-28-2514-10A-01D-0787-02	2	132844051	242717016	17043	-0.0482
TCGA-28-2514-10A-01D-0787-02	20	18580	1506379	260	-0.0789
TCGA-28-2514-10A-01D-0787-02	20	1515948	1531162	7	-1.8525
TCGA-28-2514-10A-01D-0787-02	20	1544485	25821065	3843	-0.0622
TCGA-28-2514-10A-01D-0787-02	20	25839919	26076860	6	0.5738
TCGA-28-2514-10A-01D-0787-02	20	26079558	26130512	14	0.1024
TCGA-28-2514-10A-01D-0787-02	20	26156026	28266113	9	0.7164
TCGA-28-2514-10A-01D-0787-02	20	29297270	62379059	5476	-0.0705
TCGA-28-2514-10A-01D-0787-02	21	9896630	14385206	52	0.3957
TCGA-28-2514-10A-01D-0787-02	21	14399547	46914686	4820	-0.0559
TCGA-28-2514-10A-01D-0787-02	22	14866086	22677959	1198	-0.047
TCGA-28-2514-10A-01D-0787-02	22	22686690	22720195	11	-2.7438
TCGA-28-2514-10A-01D-0787-02	22	22736990	49565816	4913	-0.0673
TCGA-28-2514-10A-01D-0787-02	3	39066	586636	98	-0.0473
TCGA-28-2514-10A-01D-0787-02	3	592415	632762	8	0.5546
TCGA-28-2514-10A-01D-0787-02	3	635754	75469606	12610	-0.0552
TCGA-28-2514-10A-01D-0787-02	3	75554518	75945890	16	0.4775
TCGA-28-2514-10A-01D-0787-02	3	75957900	163997228	11802	-0.0449
TCGA-28-2514-10A-01D-0787-02	3	164023502	164101776	4	-2.0613
TCGA-28-2514-10A-01D-0787-02	3	164112873	196822133	5042	-0.0431
TCGA-28-2514-10A-01D-0787-02	3	196904349	196966631	15	0.385
TCGA-28-2514-10A-01D-0787-02	3	196968244	199379566	431	-0.0514
TCGA-28-2514-10A-01D-0787-02	4	41413	9296946	1620	-0.0689
TCGA-28-2514-10A-01D-0787-02	4	9366217	9410429	5	0.7096
TCGA-28-2514-10A-01D-0787-02	4	9416436	68905670	6120	-0.0398
TCGA-28-2514-10A-01D-0787-02	4	69057735	69165814	11	-2.4291
TCGA-28-2514-10A-01D-0787-02	4	69643272	70010651	43	-0.0349
TCGA-28-2514-10A-01D-0787-02	4	70018377	70327740	30	0.41
TCGA-28-2514-10A-01D-0787-02	4	70338878	190607767	16366	-0.0399
TCGA-28-2514-10A-01D-0787-02	4	190618203	191133609	44	0.2994
TCGA-28-2514-10A-01D-0787-02	5	75149	771310	107	-0.0744
TCGA-28-2514-10A-01D-0787-02	5	786455	873416	10	0.535
TCGA-28-2514-10A-01D-0787-02	5	905462	21979223	2592	-0.0584
TCGA-28-2514-10A-01D-0787-02	5	21991671	22047949	6	0.6251
TCGA-28-2514-10A-01D-0787-02	5	22051974	37466274	1727	-0.034
TCGA-28-2514-10A-01D-0787-02	5	37475302	37501489	4	1.0498
TCGA-28-2514-10A-01D-0787-02	5	37510190	180644810	18990	-0.0452
TCGA-28-2514-10A-01D-0787-02	6	97634	158630	8	-0.1468
TCGA-28-2514-10A-01D-0787-02	6	174815	314420	34	0.294
TCGA-28-2514-10A-01D-0787-02	6	320890	32702995	5129	-0.047
TCGA-28-2514-10A-01D-0787-02	6	32711957	32739800	10	-0.6209
TCGA-28-2514-10A-01D-0787-02	6	32745036	54035000	3702	-0.0538
TCGA-28-2514-10A-01D-0787-02	6	54037199	54042734	3	1.2435
TCGA-28-2514-10A-01D-0787-02	6	54045472	57333559	601	-0.0106
TCGA-28-2514-10A-01D-0787-02	6	57342153	57468298	31	0.2178
TCGA-28-2514-10A-01D-0787-02	6	57477427	57683389	54	0.3982
TCGA-28-2514-10A-01D-0787-02	6	57704050	58788688	33	0.1834
TCGA-28-2514-10A-01D-0787-02	6	62040890	83982340	2531	-0.0429
TCGA-28-2514-10A-01D-0787-02	6	83983586	83988990	3	-1.0295
TCGA-28-2514-10A-01D-0787-02	6	83995314	165640218	11843	-0.0481
TCGA-28-2514-10A-01D-0787-02	6	165645537	165657596	3	1.2021
TCGA-28-2514-10A-01D-0787-02	6	165664947	170762955	769	-0.0722
TCGA-28-2514-10A-01D-0787-02	7	140213	57581256	8498	-0.0413
TCGA-28-2514-10A-01D-0787-02	7	57629890	61469275	9	0.611
TCGA-28-2514-10A-01D-0787-02	7	61668100	158811268	15551	-0.0437
TCGA-28-2514-10A-01D-0787-02	8	166814	39345557	5652	-0.0475
TCGA-28-2514-10A-01D-0787-02	8	39352361	39505256	29	0.7886
TCGA-28-2514-10A-01D-0787-02	8	39511632	146264846	13373	-0.0462
TCGA-28-2514-10A-01D-0787-02	9	153131	15801123	2085	-0.0438
TCGA-28-2514-10A-01D-0787-02	9	15802255	15807123	3	0.9304
TCGA-28-2514-10A-01D-0787-02	9	15813356	39146895	3078	-0.0471
TCGA-28-2514-10A-01D-0787-02	9	39157302	69214232	30	0.5408
TCGA-28-2514-10A-01D-0787-02	9	70174301	125142157	7849	-0.0442
TCGA-28-2514-10A-01D-0787-02	9	125150285	125190669	7	-0.649
TCGA-28-2514-10A-01D-0787-02	9	125191783	140241876	2738	-0.0589
TCGA-28-2514-10A-01D-0787-02	X	2719027	154582414	11306	-0.1946
TCGA-28-2514-10A-01D-0787-02	Y	2710450	10511255	518	-0.1388
