barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-19-1387-10C-01D-0594-02	1	554268	72533856	13015	-0.0903
TCGA-19-1387-10C-01D-0594-02	1	72550248	72602597	3	1.6818
TCGA-19-1387-10C-01D-0594-02	1	72652073	146294654	6997	-0.0468
TCGA-19-1387-10C-01D-0594-02	1	147134175	148035420	23	-0.5839
TCGA-19-1387-10C-01D-0594-02	1	148088285	150823073	626	-0.1295
TCGA-19-1387-10C-01D-0594-02	1	150839754	150848509	3	0.8392
TCGA-19-1387-10C-01D-0594-02	1	150857070	247186514	16167	-0.0676
TCGA-19-1387-10C-01D-0594-02	10	126361	37490629	5878	-0.077
TCGA-19-1387-10C-01D-0594-02	10	37508402	37530005	3	-1.0938
TCGA-19-1387-10C-01D-0594-02	10	37536450	45480572	503	-0.109
TCGA-19-1387-10C-01D-0594-02	10	45487335	47172534	57	-0.2648
TCGA-19-1387-10C-01D-0594-02	10	47735472	135286023	13700	-0.0724
TCGA-19-1387-10C-01D-0594-02	11	190215	134432265	20586	-0.0677
TCGA-19-1387-10C-01D-0594-02	12	59839	9523923	1809	-0.1035
TCGA-19-1387-10C-01D-0594-02	12	9528590	9554149	4	-3.5079
TCGA-19-1387-10C-01D-0594-02	12	9555181	9640407	11	-0.6043
TCGA-19-1387-10C-01D-0594-02	12	9641810	31074520	3353	-0.0341
TCGA-19-1387-10C-01D-0594-02	12	31132716	31242528	13	-0.53
TCGA-19-1387-10C-01D-0594-02	12	31245432	132289090	15091	-0.0702
TCGA-19-1387-10C-01D-0594-02	13	18065953	56650373	5479	-0.0707
TCGA-19-1387-10C-01D-0594-02	13	56658479	56673183	3	0.8698
TCGA-19-1387-10C-01D-0594-02	13	56691355	114114513	6313	-0.0276
TCGA-19-1387-10C-01D-0594-02	14	18149473	19490630	38	-0.2841
TCGA-19-1387-10C-01D-0594-02	14	19497023	106349756	13020	-0.0684
TCGA-19-1387-10C-01D-0594-02	15	18362555	20307869	90	0.1804
TCGA-19-1387-10C-01D-0594-02	15	20316992	100282819	12501	-0.0838
TCGA-19-1387-10C-01D-0594-02	16	36766	31854837	4703	-0.1105
TCGA-19-1387-10C-01D-0594-02	16	31862577	33875313	37	-0.4894
TCGA-19-1387-10C-01D-0594-02	16	34059589	75093957	4318	-0.0884
TCGA-19-1387-10C-01D-0594-02	16	75097331	75100865	3	1.777
TCGA-19-1387-10C-01D-0594-02	16	75102639	76925748	275	-0.0632
TCGA-19-1387-10C-01D-0594-02	16	76929598	76938723	7	1.2699
TCGA-19-1387-10C-01D-0594-02	16	76944661	88675835	1993	-0.1027
TCGA-19-1387-10C-01D-0594-02	17	29169	41515622	7527	-0.1125
TCGA-19-1387-10C-01D-0594-02	17	41521544	41983407	44	-0.5515
TCGA-19-1387-10C-01D-0594-02	17	42049540	78636731	6343	-0.0999
TCGA-19-1387-10C-01D-0594-02	18	4316	76110964	10115	-0.0548
TCGA-19-1387-10C-01D-0594-02	19	210395	56822197	8427	-0.1234
TCGA-19-1387-10C-01D-0594-02	19	56825794	56840346	5	-0.937
TCGA-19-1387-10C-01D-0594-02	19	56850433	63787171	1404	-0.1305
TCGA-19-1387-10C-01D-0594-02	2	20341	91057122	12529	-0.0667
TCGA-19-1387-10C-01D-0594-02	2	91133694	91511288	10	-0.5805
TCGA-19-1387-10C-01D-0594-02	2	94707984	180117780	11834	-0.0443
TCGA-19-1387-10C-01D-0594-02	2	180123630	180127415	3	-0.9071
TCGA-19-1387-10C-01D-0594-02	2	180131608	242501239	9388	-0.0524
TCGA-19-1387-10C-01D-0594-02	2	242505261	242686945	30	-0.9052
TCGA-19-1387-10C-01D-0594-02	2	242689978	242717016	3	-0.2062
TCGA-19-1387-10C-01D-0594-02	20	18580	1506379	260	-0.1126
TCGA-19-1387-10C-01D-0594-02	20	1511632	1531162	9	1.489
TCGA-19-1387-10C-01D-0594-02	20	1544485	62379059	9341	-0.0947
TCGA-19-1387-10C-01D-0594-02	21	9896630	14489502	75	-0.2519
TCGA-19-1387-10C-01D-0594-02	21	14491488	46914686	4792	-0.0699
TCGA-19-1387-10C-01D-0594-02	22	14866086	22677959	1198	-0.1179
TCGA-19-1387-10C-01D-0594-02	22	22686690	22720195	12	0.8368
TCGA-19-1387-10C-01D-0594-02	22	22736990	23973040	260	-0.1087
TCGA-19-1387-10C-01D-0594-02	22	23984069	24233484	32	-0.8412
TCGA-19-1387-10C-01D-0594-02	22	24254026	49565816	4616	-0.1072
TCGA-19-1387-10C-01D-0594-02	3	39066	29394444	4445	-0.0497
TCGA-19-1387-10C-01D-0594-02	3	29395694	29486943	26	0.2249
TCGA-19-1387-10C-01D-0594-02	3	29488444	163987457	20035	-0.0571
TCGA-19-1387-10C-01D-0594-02	3	163997228	164101776	8	-2.4755
TCGA-19-1387-10C-01D-0594-02	3	164112873	196822133	5041	-0.0348
TCGA-19-1387-10C-01D-0594-02	3	196904349	196961238	14	-0.6969
TCGA-19-1387-10C-01D-0594-02	3	196966631	199379566	431	-0.1235
TCGA-19-1387-10C-01D-0594-02	4	41413	69057735	7740	-0.0519
TCGA-19-1387-10C-01D-0594-02	4	69069563	69165814	13	0.66
TCGA-19-1387-10C-01D-0594-02	4	69643272	70150576	61	-0.0357
TCGA-19-1387-10C-01D-0594-02	4	70159690	70237778	9	-0.7099
TCGA-19-1387-10C-01D-0594-02	4	70255674	190501384	16349	-0.0257
TCGA-19-1387-10C-01D-0594-02	4	190518357	191133609	51	-0.1981
TCGA-19-1387-10C-01D-0594-02	5	75149	37475302	4441	-0.0513
TCGA-19-1387-10C-01D-0594-02	5	37491462	37501489	3	-0.8957
TCGA-19-1387-10C-01D-0594-02	5	37510190	68490160	3631	-0.0349
TCGA-19-1387-10C-01D-0594-02	5	68497800	68862665	81	-0.1982
TCGA-19-1387-10C-01D-0594-02	5	68864742	70716278	14	-0.52
TCGA-19-1387-10C-01D-0594-02	5	70721505	180342860	15187	-0.0567
TCGA-19-1387-10C-01D-0594-02	5	180351118	180358977	5	-3.7125
TCGA-19-1387-10C-01D-0594-02	5	180365950	180644810	50	-0.135
TCGA-19-1387-10C-01D-0594-02	6	97634	237952	13	-0.2602
TCGA-19-1387-10C-01D-0594-02	6	240119	320890	30	-0.9467
TCGA-19-1387-10C-01D-0594-02	6	334423	32593151	5109	-0.079
TCGA-19-1387-10C-01D-0594-02	6	32595402	32631315	5	-1.1206
TCGA-19-1387-10C-01D-0594-02	6	32634977	35862502	613	-0.1202
TCGA-19-1387-10C-01D-0594-02	6	35866245	35882448	3	-1.1187
TCGA-19-1387-10C-01D-0594-02	6	35885238	54035000	3106	-0.0722
TCGA-19-1387-10C-01D-0594-02	6	54037199	54042734	3	0.8385
TCGA-19-1387-10C-01D-0594-02	6	54045472	170762955	15838	-0.0435
TCGA-19-1387-10C-01D-0594-02	7	140213	141408013	20986	-0.0535
TCGA-19-1387-10C-01D-0594-02	7	141413352	141438504	10	0.383
TCGA-19-1387-10C-01D-0594-02	7	141440184	143501811	293	-0.059
TCGA-19-1387-10C-01D-0594-02	7	143582864	143705425	4	-0.7921
TCGA-19-1387-10C-01D-0594-02	7	143706194	152567863	1591	-0.0762
