barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-16-1056-01B-01D-0520-02	1	554268	784458	9	1.1499
TCGA-16-1056-01B-01D-0520-02	1	823964	981292	20	-0.7097
TCGA-16-1056-01B-01D-0520-02	1	982634	1160181	21	-0.4237
TCGA-16-1056-01B-01D-0520-02	1	1179223	1606745	33	0.0737
TCGA-16-1056-01B-01D-0520-02	1	1637771	1654026	5	1.2888
TCGA-16-1056-01B-01D-0520-02	1	1677600	1766383	29	-0.095
TCGA-16-1056-01B-01D-0520-02	1	1770119	1838879	15	-0.6549
TCGA-16-1056-01B-01D-0520-02	1	1850802	1899447	12	-0.1862
TCGA-16-1056-01B-01D-0520-02	1	1906449	1967764	10	-0.709
TCGA-16-1056-01B-01D-0520-02	1	1972326	2164107	44	-0.2099
TCGA-16-1056-01B-01D-0520-02	1	2171097	2281509	23	-0.5845
TCGA-16-1056-01B-01D-0520-02	1	2284657	2367098	12	-0.36
TCGA-16-1056-01B-01D-0520-02	1	2377318	2442528	14	1.9682
TCGA-16-1056-01B-01D-0520-02	1	2445797	2557633	16	-0.7386
TCGA-16-1056-01B-01D-0520-02	1	2694555	2823602	13	2.1349
TCGA-16-1056-01B-01D-0520-02	1	2847378	6850758	557	-0.7241
TCGA-16-1056-01B-01D-0520-02	1	6854140	7248460	109	-0.1097
TCGA-16-1056-01B-01D-0520-02	1	7260003	9694120	491	-0.6991
TCGA-16-1056-01B-01D-0520-02	1	9696155	9919168	60	-0.0272
TCGA-16-1056-01B-01D-0520-02	1	9923540	10282146	105	-0.6766
TCGA-16-1056-01B-01D-0520-02	1	10287477	10407205	34	-0.0889
TCGA-16-1056-01B-01D-0520-02	1	10412542	11596626	191	-0.5448
TCGA-16-1056-01B-01D-0520-02	1	11611354	12166558	117	1.9316
TCGA-16-1056-01B-01D-0520-02	1	12174815	12345847	44	-0.1133
TCGA-16-1056-01B-01D-0520-02	1	12351989	12432287	26	2.188
TCGA-16-1056-01B-01D-0520-02	1	12434063	12708506	59	-0.6863
