barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-16-1045-10B-01D-0520-02	1	554268	25457903	4200	-0.0801
TCGA-16-1045-10B-01D-0520-02	1	25482036	25529549	4	-1.082
TCGA-16-1045-10B-01D-0520-02	1	25538212	72533856	8890	-0.0645
TCGA-16-1045-10B-01D-0520-02	1	72550248	72574479	3	1.3533
TCGA-16-1045-10B-01D-0520-02	1	72602597	246794552	23924	-0.0486
TCGA-16-1045-10B-01D-0520-02	1	246795223	246862029	14	-0.7114
TCGA-16-1045-10B-01D-0520-02	1	246874992	247186514	41	-0.0842
TCGA-16-1045-10B-01D-0520-02	10	126361	77917893	11089	-0.0532
TCGA-16-1045-10B-01D-0520-02	10	77926390	77936034	3	0.8674
TCGA-16-1045-10B-01D-0520-02	10	77940201	135286023	9160	-0.0544
TCGA-16-1045-10B-01D-0520-02	11	190215	5738494	871	-0.0942
TCGA-16-1045-10B-01D-0520-02	11	5742476	5762182	6	-0.7733
TCGA-16-1045-10B-01D-0520-02	11	5766615	55118214	6838	-0.0535
TCGA-16-1045-10B-01D-0520-02	11	55124730	55207305	16	-0.4337
TCGA-16-1045-10B-01D-0520-02	11	55225136	134432265	12963	-0.0527
TCGA-16-1045-10B-01D-0520-02	12	59839	7884886	1587	-0.086
TCGA-16-1045-10B-01D-0520-02	12	7890143	8009244	26	0.5212
TCGA-16-1045-10B-01D-0520-02	12	8036400	9523923	201	-0.0698
TCGA-16-1045-10B-01D-0520-02	12	9528590	9590351	9	1.4455
TCGA-16-1045-10B-01D-0520-02	12	9599999	10464018	176	-0.08
TCGA-16-1045-10B-01D-0520-02	12	10465787	10484956	5	-0.995
TCGA-16-1045-10B-01D-0520-02	12	10491341	11393473	124	-0.0718
TCGA-16-1045-10B-01D-0520-02	12	11404653	11430887	4	-1.207
TCGA-16-1045-10B-01D-0520-02	12	11444721	132289090	18270	-0.0508
TCGA-16-1045-10B-01D-0520-02	13	18065953	19682001	217	-0.1251
TCGA-16-1045-10B-01D-0520-02	13	19695139	20002510	49	-1.0326
TCGA-16-1045-10B-01D-0520-02	13	20011475	56602818	5247	-0.0489
TCGA-16-1045-10B-01D-0520-02	13	56650373	56664197	3	-2.2344
TCGA-16-1045-10B-01D-0520-02	13	56691355	114114513	6368	-0.0147
TCGA-16-1045-10B-01D-0520-02	14	18149473	105856972	13074	-0.0504
TCGA-16-1045-10B-01D-0520-02	14	105857193	105881677	3	-1.0919
TCGA-16-1045-10B-01D-0520-02	14	105898674	106349756	57	-0.0907
TCGA-16-1045-10B-01D-0520-02	15	18362555	18454050	5	-6e-04
TCGA-16-1045-10B-01D-0520-02	15	18657388	20307869	89	-0.6824
TCGA-16-1045-10B-01D-0520-02	15	20316992	20636478	63	-0.0918
TCGA-16-1045-10B-01D-0520-02	15	20646176	20773131	12	-0.5754
TCGA-16-1045-10B-01D-0520-02	15	20800736	32451841	1530	-0.0407
TCGA-16-1045-10B-01D-0520-02	15	32452971	32654561	18	-0.6418
TCGA-16-1045-10B-01D-0520-02	15	32661846	100282819	10956	-0.0644
