barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-19-1389-10C-01D-0594-02	1	554268	12789063	2078	-0.0353
TCGA-19-1389-10C-01D-0594-02	1	12822189	12840011	4	-0.7065
TCGA-19-1389-10C-01D-0594-02	1	13101056	16678605	576	-0.0319
TCGA-19-1389-10C-01D-0594-02	1	16799334	16923767	10	-0.3758
TCGA-19-1389-10C-01D-0594-02	1	16926444	49694563	5998	-0.0405
TCGA-19-1389-10C-01D-0594-02	1	49702012	49760663	6	-0.9419
TCGA-19-1389-10C-01D-0594-02	1	49771606	146294654	11382	-0.0216
TCGA-19-1389-10C-01D-0594-02	1	147134175	148035420	23	-0.4453
TCGA-19-1389-10C-01D-0594-02	1	148088285	150816180	625	-0.0624
TCGA-19-1389-10C-01D-0594-02	1	150823073	150848509	4	2.3788
TCGA-19-1389-10C-01D-0594-02	1	150857070	167483267	2964	-0.0368
TCGA-19-1389-10C-01D-0594-02	1	167493768	167506259	6	-0.6442
TCGA-19-1389-10C-01D-0594-02	1	167507882	246427528	13128	-0.0245
TCGA-19-1389-10C-01D-0594-02	1	246433956	246659020	33	0.1697
TCGA-19-1389-10C-01D-0594-02	1	246676851	246750352	7	-0.1787
TCGA-19-1389-10C-01D-0594-02	1	246755225	246862029	12	0.3256
TCGA-19-1389-10C-01D-0594-02	1	246874992	247186514	41	-0.0468
TCGA-19-1389-10C-01D-0594-02	10	126361	135286023	20175	-0.027
TCGA-19-1389-10C-01D-0594-02	11	190215	7757329	1243	-0.0386
TCGA-19-1389-10C-01D-0594-02	11	7774067	7783344	3	-1.1536
TCGA-19-1389-10C-01D-0594-02	11	7797993	18896166	2171	-0.0341
TCGA-19-1389-10C-01D-0594-02	11	18906505	18915871	5	-0.5597
TCGA-19-1389-10C-01D-0594-02	11	18929375	55118214	4264	-0.0266
TCGA-19-1389-10C-01D-0594-02	11	55124730	55207305	16	0.384
TCGA-19-1389-10C-01D-0594-02	11	55225136	106733851	8391	-0.0255
TCGA-19-1389-10C-01D-0594-02	11	106744337	106747920	4	0.6725
TCGA-19-1389-10C-01D-0594-02	11	106758170	134432265	4521	-0.0325
TCGA-19-1389-10C-01D-0594-02	12	59839	9523923	1810	-0.0355
TCGA-19-1389-10C-01D-0594-02	12	9528590	9554149	4	-4.0819
TCGA-19-1389-10C-01D-0594-02	12	9555181	9610054	7	-0.7112
TCGA-19-1389-10C-01D-0594-02	12	9626736	11393473	303	-0.0243
TCGA-19-1389-10C-01D-0594-02	12	11404653	11430887	4	-1.1659
TCGA-19-1389-10C-01D-0594-02	12	11444721	132289090	18196	-0.0241
