barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-16-1056-10A-01D-0520-02	1	554268	72507634	13090	-0.0202
TCGA-16-1056-10A-01D-0520-02	1	72508778	72574479	8	0.8715
TCGA-16-1056-10A-01D-0520-02	1	72602597	108533257	4751	0.0097
TCGA-16-1056-10A-01D-0520-02	1	108535814	108538662	3	-4.7418
TCGA-16-1056-10A-01D-0520-02	1	108541074	247186514	19223	-0.0024
TCGA-16-1056-10A-01D-0520-02	10	126361	135286023	20248	-0.0104
TCGA-16-1056-10A-01D-0520-02	11	190215	63728054	9253	-0.0139
TCGA-16-1056-10A-01D-0520-02	11	63741889	63885005	25	0.1837
TCGA-16-1056-10A-01D-0520-02	11	63887302	134432265	11418	-0.0061
TCGA-16-1056-10A-01D-0520-02	12	59839	9523923	1814	-0.0169
TCGA-16-1056-10A-01D-0520-02	12	9528590	9554149	4	-4.1479
TCGA-16-1056-10A-01D-0520-02	12	9555181	31140219	3391	0.0016
TCGA-16-1056-10A-01D-0520-02	12	31169263	31296973	19	0.9941
TCGA-16-1056-10A-01D-0520-02	12	31314993	132289090	15168	-0.0023
TCGA-16-1056-10A-01D-0520-02	13	18065953	114114513	11883	0.0039
TCGA-16-1056-10A-01D-0520-02	14	18149473	106349756	13135	-0.0037
TCGA-16-1056-10A-01D-0520-02	15	18362555	74669752	8995	-0.0131
TCGA-16-1056-10A-01D-0520-02	15	74671626	74680439	4	0.9249
TCGA-16-1056-10A-01D-0520-02	15	74696127	100282819	3673	-0.0212
TCGA-16-1056-10A-01D-0520-02	16	36766	31854837	4726	-0.0061
TCGA-16-1056-10A-01D-0520-02	16	31862577	33527454	34	-0.3899
TCGA-16-1056-10A-01D-0520-02	16	33539023	54343465	1334	-0.0232
TCGA-16-1056-10A-01D-0520-02	16	54353978	54379834	6	-0.9935
TCGA-16-1056-10A-01D-0520-02	16	54399890	88675835	5293	-0.0121
TCGA-16-1056-10A-01D-0520-02	17	29169	41521544	7560	-0.0062
TCGA-16-1056-10A-01D-0520-02	17	41527705	41570512	11	0.5638
TCGA-16-1056-10A-01D-0520-02	17	41572001	78636731	6399	0.0019
TCGA-16-1056-10A-01D-0520-02	18	4316	76110964	10177	-0.0077
TCGA-16-1056-10A-01D-0520-02	19	210395	63787171	9881	0.0066
TCGA-16-1056-10A-01D-0520-02	2	20341	242501239	33960	-0.0011
TCGA-16-1056-10A-01D-0520-02	2	242505261	242686945	30	-0.8837
TCGA-16-1056-10A-01D-0520-02	2	242689978	242717016	3	-0.159
TCGA-16-1056-10A-01D-0520-02	20	18580	1506379	261	-0.0345
TCGA-16-1056-10A-01D-0520-02	20	1511632	1531162	9	0.6166
TCGA-16-1056-10A-01D-0520-02	20	1544485	62379059	9378	-0.0196
TCGA-16-1056-10A-01D-0520-02	21	9896630	46914686	4914	-0.0037
TCGA-16-1056-10A-01D-0520-02	22	14866086	49565816	6159	-0.0234
TCGA-16-1056-10A-01D-0520-02	3	39066	199379566	30159	-0.0044
TCGA-16-1056-10A-01D-0520-02	4	41413	69075140	7784	-0.0047
TCGA-16-1056-10A-01D-0520-02	4	69085386	69165814	11	-0.8014
TCGA-16-1056-10A-01D-0520-02	4	69643272	191133609	16557	0.0062
TCGA-16-1056-10A-01D-0520-02	5	75149	140196482	17604	0.0022
TCGA-16-1056-10A-01D-0520-02	5	140203440	140216524	4	-0.853
TCGA-16-1056-10A-01D-0520-02	5	140221835	180644810	5934	-0.0083
TCGA-16-1056-10A-01D-0520-02	6	97634	174815	9	0.0865
TCGA-16-1056-10A-01D-0520-02	6	204528	320890	36	-0.387
TCGA-16-1056-10A-01D-0520-02	6	334423	32567382	5133	0.0014
TCGA-16-1056-10A-01D-0520-02	6	32586131	32600962	4	-1.7412
TCGA-16-1056-10A-01D-0520-02	6	32605300	32713363	14	-0.0362
TCGA-16-1056-10A-01D-0520-02	6	32716255	32739800	8	0.7327
TCGA-16-1056-10A-01D-0520-02	6	32745036	54035000	3725	-0.005
TCGA-16-1056-10A-01D-0520-02	6	54037199	54042734	3	-4.8446
TCGA-16-1056-10A-01D-0520-02	6	54045472	78983276	2786	0.007
TCGA-16-1056-10A-01D-0520-02	6	79024557	79079988	7	0.6647
TCGA-16-1056-10A-01D-0520-02	6	79091850	170762955	13159	0.0036
TCGA-16-1056-10A-01D-0520-02	7	140213	141383251	21106	-0.0012
TCGA-16-1056-10A-01D-0520-02	7	141385063	141449014	21	0.4135
TCGA-16-1056-10A-01D-0520-02	7	141452085	158811268	3065	-0.0171
TCGA-16-1056-10A-01D-0520-02	8	166814	146264846	19159	-0.005
TCGA-16-1056-10A-01D-0520-02	9	153131	140241876	15878	-0.0101
TCGA-16-1056-10A-01D-0520-02	X	2719027	154582414	11331	-0.0843
TCGA-16-1056-10A-01D-0520-02	Y	2710450	57440809	1360	-0.1212
